190,490,96327
47,491,100000000
47,492,1839801
181,493,300000000
181,494,600000000
181,495,2939791
185,496,510400
185,497,229721
185,498,1189652
183,48,154000000
183,499,646000000
183,500,3464763
48,501,154000000
48,502,2338578
180,503,120000000
180,504,208903557
180,505,93114
175,43,55000000
175,506,135000000
175,507,2077301
43,508,55000000
43,509,1961676
172,44,1000000
172,510,172055637
172,511,3314801
44,512,1000000
44,513,3464801
170,514,12000000
170,515,59490156
170,516,2714651
174,28,300000000
174,517,297000000
174,518,1391610
28,519,300000000
28,520,149642
50,521,2495407
50,50,874449
50,86,2214811
50,50,834269
94,522,1021270
94,94,183683
50,477,2415236
50,50,933844
50,86,2495407
50,50,873673
93,523,100000000
93,524,2077263
104,525,62930000
104,526,1000401
106,527,699000000
106,528,111000000
106,529,1902301
105,530,200000000
105,531,1268628405
105,532,1761638
101,533,1000000000
101,534,395781000
101,535,2098231
98,536,1000000000
98,537,60000000
98,538,1433724
103,20,86000000
103,539,104110000
103,540,485400
20,541,86000000
20,542,565786
100,543,500000000
100,544,493210000
100,545,345621
97,16,100000000
97,546,36873754
97,547,3039791
16,548,100000000
16,549,3239902
99,550,12000
99,551,12000
99,552,42000
99,553,18000
99,554,30000
99,555,6000
99,556,18000
99,557,958330000
99,558,24000
99,559,12000
99,560,42000
99,561,6000
99,562,6000
99,563,12000
99,564,6000
99,565,18000
99,566,6000
99,567,6000
99,568,24000
99,569,6000
99,570,6000
99,571,6000
99,572,6000
99,573,6000
99,574,12000
99,575,6000
99,576,30000
99,577,6000
99,578,6000
99,579,6000
99,580,12000
99,581,6000
99,582,6000
99,583,6000
94,86,1021270
94,94,589294
96,584,2000000
96,585,1000000
96,586,1044660
96,587,1000000
4,588,9990000
132,589,13370000
132,590,883257
37,50,4500000
37,479,283872
95,50,8510000
95,37,4657440
90,41,1700000
90,591,1351945
92,41,1230000
92,86,1715726
134,244,1000000
134,522,1775616
135,262,1210000
135,266,1628898
133,592,1600000
133,593,775597
37,592,1600000
37,594,764491
87,595,1100000
87,596,1725470
138,597,1760000
138,598,1015597
136,41,1230000
136,599,1545597
89,595,1100000
89,86,1632195
37,262,1210000
37,600,1656415
83,592,1600000
83,601,160500
86,41,1700000
86,602,1343379
137,46,1300000
137,603,1374937
37,41,1200000
37,604,1436769
136,605,1300000
136,606,1497527
141,41,1700000
141,607,1097527
84,608,324240000
139,609,75240000
140,610,631439376
140,611,50000000
82,612,16900000
82,82,24144
81,613,43121271
81,614,301748729
76,615,251107
76,616,90010000
75,617,1390000
75,618,509217000
78,619,18000000
78,78,61501835
77,620,250000
77,77,560000
72,621,27750
72,622,20862250
71,22,46651000
71,623,7414000
29,624,27750
29,625,21862250
142,626,16499
142,605,1900000
143,627,303000000
143,628,1662500000
144,629,20000000
144,630,7873210000
147,631,1040000
147,632,29950000
74,633,5575000
74,634,2380180000
73,629,20000000
73,17,3798319098
17,12,3793309098
17,635,5000000
12,635,5000000
12,8,3788299098
8,629,20000000
8,636,3768289098
148,239,15090000
148,637,5000000
146,638,1216305
146,63,28850
145,63,28850
145,639,1211233
25,640,12384582
25,641,1466418
68,642,59962250
68,624,27750
67,643,2314000
67,644,4851000
69,645,1000000
69,646,1660130
70,5,200000
70,70,2290000
64,624,27750
64,647,1660568
22,648,1858000
22,9,44783000
239,649,15000000
239,650,80000
227,262,1007804
227,227,27227396
219,250,100010000
219,651,50180161
250,652,100000000
62,653,1585843963
62,654,156103328
220,645,1050000
220,220,1654804
222,655,500000000
222,656,1232490000
224,63,28850
224,657,1211052
234,658,1061003
234,63,28850
66,659,52900000
66,660,90000
9,661,37804000
9,662,6969000
5,2,183500
5,70,5500
232,663,506400
232,232,1529400
230,664,6000000
230,230,12054074
65,665,5166353
65,65,397647
41,666,5460
41,667,1184540
41,37,5460
41,667,1184540
244,668,5460
244,94,1184540
61,37,5460
61,667,984540
49,599,5460
49,669,984540
49,83,5460
49,669,984540
61,670,5460
61,667,984540
61,40,5460
61,667,984540
52,671,5581210000
52,52,6000000000
57,672,41000000
57,57,22880000
59,673,38881233
59,674,135050000
255,675,2700000
255,255,66770000
246,676,6143449
246,246,3946551
55,60,5500000
55,55,93082072
55,677,10000000
55,55,76662000
50,40,20000
50,50,5970000
50,678,20000
50,50,5970000
50,479,5460
50,50,1984540
50,679,5460
50,50,1984540
50,593,5460
50,50,1214540
41,89,5460
41,667,1184540
56,604,5460
56,667,984540
46,680,5460
46,669,984540
264,60,14000000
264,264,204950000
265,60,1000000
265,265,26936568
51,681,7897540
51,51,29467420
54,682,1148000
54,54,6738000
261,683,78784620
261,261,51185380
53,684,100500000
53,53,5519196
262,685,40000
262,667,9950000
50,37,28000
50,50,7562000
50,678,17350
50,50,5442650
63,686,100000
63,63,580000
41,138,5460
41,667,1604540
50,479,5460
50,50,1214540
49,687,5460
49,669,984540
46,688,5460
46,669,984540
45,645,7770000
45,60,2340000
45,45,17544088
18,689,290000
18,690,255410000
18,691,1003360000
18,692,310410000
42,60,20000000
42,645,10000000
42,60,5000000
42,42,20983920
266,94,1000000
266,40,2478010
37,46,1300000
37,693,731880
37,605,1000000
37,266,587320
37,605,1000000
37,694,2043446
37,94,1000000
37,680,2356778
40,46,1300000
40,693,1059964
37,50,7600000
37,695,1980458
267,696,180000
267,697,20000000
39,698,12000000
39,699,4862308137
33,700,105200000
33,701,8574465
171,702,2000000
171,703,10955
85,704,990000
85,705,2212320
173,706,1031425
173,63,140190
168,707,1001109
168,63,28850
34,2,1700000
34,15,1461533
15,5,1500000
15,708,22277
5,15,5500
5,2,1483500
36,709,100000000
36,10,9890000
2,34,2213167
2,2,159333
35,710,50000
35,35,86003
169,711,5898343
169,169,548413
63,712,60000
63,63,650190
63,712,60000
63,63,609040
63,712,60000
63,63,539040
63,712,60000
63,63,497890
63,712,60000
63,63,427890
30,689,6000000
30,713,31399983
30,714,77000000
32,715,3963528
32,716,5092353
32,717,17095036
10,718,250000000
10,10,7955000
14,719,92745000
14,720,1231874
14,721,200000000
14,689,6000000
14,722,65856667
14,723,107690000
27,60,100000000
27,724,1645311
63,725,10000
63,63,465590
24,726,34200000
24,24,1585095
176,727,7000000
176,176,277247
114,728,102250
114,729,256030
114,730,109850
114,731,614450
114,732,3365670
114,733,110050
114,734,102700
114,735,101350
114,736,105100
114,737,105100
114,738,117450
114,739,100550
114,740,100550
114,741,255450
114,742,133250
179,743,10000
179,179,280639
23,645,2000000
23,23,3150265
21,744,1933793896
21,745,1000090
191,746,89000
26,747,1001334
26,2,6300000
2,26,6576700
2,2,100800
187,748,190156868
187,187,83991755
187,749,40798324
187,187,43183431
107,750,104038697
107,751,89346416
107,752,49482298
107,753,10766353
107,754,10033528
107,755,8059410
107,756,4792638
107,757,4492919
107,758,3392075
107,759,2064645
107,760,2057640
107,761,2046103
107,762,1993729
107,763,1741514
107,764,1687907
107,765,1675186
107,766,1583803
107,767,1255463
107,768,1235477
107,769,1222898
107,770,1035809
107,771,936441
107,772,894003
107,773,883934
107,774,871302
107,775,867222
107,776,846925
107,777,842490
107,778,840574
107,779,805303
107,780,789292
107,781,761357
107,782,736404
107,783,622901
107,784,616488
107,785,610553
107,786,606339
107,787,507403
107,788,495552
107,789,486885
107,790,470695
107,791,468185
107,792,2065127364
107,793,456884
107,794,450772
107,795,446842
107,796,435824
107,797,435611
107,798,435549
107,799,435452
107,800,434813
107,801,433154
107,802,432382
107,803,432196
107,804,430120
107,805,429765
107,806,429588
107,807,428506
107,808,426483
107,809,426465
107,810,424611
107,811,423857
107,812,421427
107,813,420504
107,814,416566
107,815,415670
107,816,414490
107,817,409167
107,818,398442
107,819,394282
107,820,388241
107,821,386094
107,822,265735
107,823,258221
107,824,243079
107,825,239158
107,826,239140
107,827,237126
107,828,235618
107,829,233427
107,830,233055
107,831,228690
107,832,228034
107,833,227484
107,834,223075
107,835,222010
107,836,221558
107,837,220839
107,838,219216
107,839,218116
107,840,215579
107,841,215304
107,842,214887
107,843,213610
107,844,212927
107,845,212208
107,846,211561
107,847,211232
107,848,210603
107,849,209902
107,850,208678
107,851,207711
107,852,206903
107,853,206415
107,854,205165
107,855,198973
107,856,184159
107,857,119162
107,858,107559
107,859,101917
107,860,95566
107,861,84876
107,862,80920
107,863,78507
107,864,77469
107,865,77407
107,866,75482
107,867,74444
107,868,73983
107,869,70789
107,870,69902
107,871,60677
107,872,59612
107,873,58991
107,874,58015
107,875,56596
107,876,56241
107,877,55975
107,878,55709
107,879,55620
107,880,55620
107,881,55177
107,882,54733
107,883,53225
107,884,51983
107,885,51628
107,886,50120
107,887,49322
107,888,49144
107,889,49144
107,890,48612
107,891,45774
107,892,45241
107,893,44798
107,894,44620
107,895,44354
107,896,43911
107,897,43290
107,898,43290
107,899,43201
107,900,42225
107,901,41959
107,902,41782
107,903,41249
107,904,41072
107,905,40983
107,906,40983
107,907,40717
107,908,40185
107,909,40096
107,910,40007
107,911,39919
107,912,39830
107,913,39741
107,914,39741
107,915,39653
107,916,39564
107,917,39475
107,918,39387
107,919,39298
107,920,39298
107,921,39120
107,922,39120
107,923,39032
107,924,39032
107,925,38943
107,926,38943
107,927,38854
107,928,38854
107,929,38854
107,930,38854
107,931,38854
107,932,38766
107,933,38766
107,934,38588
107,935,38499
107,936,38411
107,937,38322
107,938,38145
107,939,38056
107,940,38056
107,941,37967
107,942,37878
107,943,37878
107,944,37701
107,945,37701
107,946,37701
107,947,37612
107,948,37612
107,949,37524
107,950,37524
